timestamp,open,high,low,close,volume,session_date,day_of_week,time_hhmm,minute_of_day,minute_from_open,bar_index_in_session,is_opening_30m,is_opening_60m,is_lunch_period,is_power_hour,session_open,running_session_high,running_session_low,session_range_so_far_pts,dist_from_session_open_pts,dist_from_running_high_pts,dist_from_running_low_pts,close_location_in_session_range,new_session_high,new_session_low,prev_day_open,prev_day_high,prev_day_low,prev_day_close,prev_day_range_pts,gap_from_prev_close_pts,gap_from_prev_close_pct,dist_to_prev_day_high_pts,dist_to_prev_day_low_pts,dist_to_prev_day_close_pts,above_prev_day_high,below_prev_day_low,or30_high,or30_low,or30_range_pts,or30_mid,or30_complete,dist_to_or30_high_pts,dist_to_or30_low_pts,above_or30_high,below_or30_low,or60_high,or60_low,or60_range_pts,or60_mid,or60_complete,dist_to_or60_high_pts,dist_to_or60_low_pts,above_or60_high,below_or60_low,vwap,dist_to_vwap_pts,dist_to_vwap_pct,above_vwap,bar_range_pts,true_range_pts,atr14_pts,rolling_volume_20_bars,relative_volume_20
2022-09-30 09:30:00,361.8,363.69,360.1623,363.1,9219836,2022-09-30,4,09:30,570,0,0,True,True,False,False,361.8,363.69,360.1623,3.5276999999999816,1.3000000000000114,-0.589999999999975,2.9377000000000066,0.8327522181591467,True,True,,,,,,,,,,,False,False,,,,,False,,,False,False,,,,,False,,,False,False,362.3174333333333,0.7825666666666962,0.0021598923890221206,True,3.5276999999999816,3.5276999999999816,3.5276999999999816,9219836.0,1.0
2022-09-30 10:00:00,363.08,363.49,361.59,363.05,5413496,2022-09-30,4,10:00,600,30,1,False,True,False,False,361.8,363.69,360.1623,3.5276999999999816,1.25,-0.6399999999999864,2.8876999999999953,0.8185786773251723,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-0.6399999999999864,2.8876999999999953,False,False,,,,,False,,,False,False,362.4626605501923,0.5873394498077005,0.0016204136694140062,True,1.900000000000034,1.900000000000034,2.713850000000008,7316666.0,0.7398856255021071
2022-09-30 10:30:00,363.06,364.61,362.93,364.1599,4991231,2022-09-30,4,10:30,630,60,2,False,False,False,False,361.8,364.61,360.1623,4.4476999999999975,2.359899999999982,-0.4501000000000204,3.997599999999977,0.8988016278076263,True,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,0.46989999999999554,3.997599999999977,True,False,363.69,360.1623,3.5276999999999816,361.92615,True,0.46989999999999554,3.997599999999977,True,False,362.82821910275914,1.331680897240858,0.003670279286804049,True,1.6800000000000068,1.6800000000000068,2.369233333333341,6541521.0,0.7630077164011244
2022-09-30 11:00:00,364.2,365.91,363.5801,365.28,4377500,2022-09-30,4,11:00,660,90,3,False,False,False,False,361.8,365.91,360.1623,5.747700000000009,3.4799999999999613,-0.6300000000000523,5.117699999999957,0.8903909389842805,True,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,1.589999999999975,5.117699999999957,True,False,363.69,360.1623,3.5276999999999816,361.92615,True,1.589999999999975,5.117699999999957,True,False,363.2103324428085,2.069667557191451,0.0056982617847672135,True,2.329900000000009,2.329900000000009,2.359400000000008,6000515.75,0.7295206249562798
2022-09-30 11:30:00,365.29,365.62,362.71,362.95,4452144,2022-09-30,4,11:30,690,120,4,False,False,True,False,361.8,365.91,360.1623,5.747700000000009,1.1499999999999773,-2.9600000000000364,2.7876999999999725,0.4850113958626874,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-0.7400000000000091,2.7876999999999725,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-0.7400000000000091,2.7876999999999725,False,False,363.2963372686237,-0.3463372686236994,-0.0009533189110233593,False,2.910000000000025,2.910000000000025,2.4695200000000113,5690841.4,0.782334928539741
2022-09-30 12:00:00,362.96,362.98,361.8021,362.43,3800732,2022-09-30,4,12:00,720,150,5,False,False,True,False,361.8,365.91,360.1623,5.747700000000009,0.6299999999999955,-3.480000000000018,2.2676999999999907,0.3945404248655962,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-1.259999999999991,2.2676999999999907,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-1.259999999999991,2.2676999999999907,False,False,363.1911934293939,-0.7611934293938702,-0.0020958477054643944,False,1.1779000000000224,1.1779000000000224,2.254250000000013,5375823.166666667,0.7070046543879682
2022-09-30 12:30:00,362.4364,363.385,362.3712,362.6574,3186388,2022-09-30,4,12:30,750,180,6,False,False,True,False,361.8,365.91,360.1623,5.747700000000009,0.8573999999999842,-3.2526000000000295,2.4950999999999794,0.4341040764131697,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-1.0326000000000022,2.4950999999999794,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-1.0326000000000022,2.4950999999999794,False,False,363.1564303662003,-0.4990303662003157,-0.0013741471290955873,False,1.0138000000000034,1.0138000000000034,2.0770428571428687,5063046.714285715,0.6293420108112768
2022-09-30 13:00:00,362.63,362.98,362.02,362.69,2227203,2022-09-30,4,13:00,780,210,7,False,False,True,False,361.8,365.91,360.1623,5.747700000000009,0.8899999999999864,-3.2200000000000273,2.5276999999999816,0.43977591036414176,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-1.0,2.5276999999999816,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-1.0,2.5276999999999816,False,False,363.12136269855057,-0.4313626985505721,-0.0011879298296990388,False,0.9600000000000364,0.9600000000000364,1.9374125000000149,4708566.25,0.4730108660996328
2022-09-30 13:30:00,362.7,362.9199,360.67,360.99,3995593,2022-09-30,4,13:30,810,240,8,False,False,False,False,361.8,365.91,360.1623,5.747700000000009,-0.8100000000000023,-4.920000000000016,0.827699999999993,0.14400542825825838,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-2.6999999999999886,0.827699999999993,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-2.6999999999999886,0.827699999999993,False,False,362.9684280144686,-1.9784280144685908,-0.005450688990475301,False,2.2498999999999683,2.2498999999999683,1.972133333333343,4629347.0,0.8631007785763305
2022-09-30 14:00:00,360.98,361.77,360.33,360.74,4539532,2022-09-30,4,14:00,840,270,9,False,False,False,False,361.8,365.91,360.1623,5.747700000000009,-1.0600000000000023,-5.170000000000016,0.577699999999993,0.10050976912503995,False,False,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-2.9499999999999886,0.577699999999993,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-2.9499999999999886,0.577699999999993,False,False,362.769788960162,-2.029788960161966,-0.005595253579357099,False,1.4399999999999977,1.4399999999999977,1.9189200000000084,4620365.5,0.9825049555062256
2022-09-30 14:30:00,360.7305,361.2301,359.13,359.32,6054949,2022-09-30,4,14:30,870,300,10,False,False,False,False,361.8,365.91,359.13,6.78000000000003,-2.480000000000018,-6.590000000000032,0.18999999999999773,0.02802359882005854,False,True,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-4.3700000000000045,-0.8423000000000229,False,True,363.69,360.1623,3.5276999999999816,361.92615,True,-4.3700000000000045,-0.8423000000000229,False,True,362.4365119692654,-3.116511969265389,-0.00859878038316865,False,2.1000999999999976,2.1000999999999976,1.9353909090909165,4750782.181818182,1.2745162308583675
2022-09-30 15:00:00,359.33,360.77,358.85,360.07,7063553,2022-09-30,4,15:00,900,330,11,False,False,False,True,361.8,365.91,358.85,7.060000000000002,-1.7300000000000182,-5.840000000000032,1.2199999999999704,0.17280453257789943,False,True,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-3.6200000000000045,-0.09230000000002292,False,True,363.69,360.1623,3.5276999999999816,361.92615,True,-3.6200000000000045,-0.09230000000002292,False,True,362.1340898589786,-2.0640898589786048,-0.005699794404283777,False,1.919999999999959,1.919999999999959,1.9341083333333369,4943513.083333333,1.428852898926113
2022-09-30 15:30:00,360.08,360.7,357.11,357.19,27038466,2022-09-30,4,15:30,930,360,12,False,False,False,True,361.8,365.91,357.11,8.800000000000011,-4.610000000000014,-8.720000000000027,0.07999999999998408,0.00909090909090727,False,True,,,,,,,,,,,False,False,363.69,360.1623,3.5276999999999816,361.92615,True,-6.5,-2.9723000000000184,False,True,363.69,360.1623,3.5276999999999816,361.92615,True,-6.5,-2.9723000000000184,False,True,360.9441189842555,-3.7541189842555127,-0.01040083156035372,False,3.589999999999975,3.589999999999975,2.0614846153846167,6643124.846153846,4.070142685283778
2022-10-03 09:30:00,361.08,361.63,359.21,360.65,7465106,2022-10-03,0,09:30,570,0,0,True,True,False,False,361.08,361.63,359.21,2.420000000000016,-0.4300000000000068,-0.9800000000000182,1.4399999999999977,0.5950413223140447,True,True,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-5.260000000000048,3.5399999999999636,3.4599999999999795,False,False,,,,,False,,,False,False,,,,,False,,,False,False,360.4966666666666,0.1533333333333644,0.0004253391154796561,True,2.420000000000016,4.439999999999998,2.2313785714285723,6701837.785714285,1.1138893895511326
2022-10-03 10:00:00,360.6,364.82,360.58,364.3405,6573444,2022-10-03,0,10:00,600,30,1,False,True,False,False,361.08,364.82,359.21,5.610000000000014,3.260500000000036,-0.47949999999997317,5.1305000000000405,0.9145276292335166,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-1.569500000000005,7.230500000000006,7.150500000000022,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,2.7105000000000246,5.1305000000000405,True,False,,,,,False,,,False,False,361.78441123957487,2.5560887604251548,0.007065226364141223,True,4.240000000000009,4.240000000000009,2.2822571428571456,6693278.2,0.9820963365903422
2022-10-03 10:30:00,364.38,364.95,363.86,364.32,4799072,2022-10-03,0,10:30,630,60,2,False,False,False,False,361.08,364.95,359.21,5.740000000000009,3.240000000000009,-0.6299999999999955,5.110000000000014,0.8902439024390254,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-1.5900000000000318,7.2099999999999795,7.1299999999999955,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,2.6899999999999977,5.110000000000014,True,False,364.82,359.21,5.610000000000014,362.015,True,-0.5,5.110000000000014,False,False,362.44481415226755,1.875185847732439,0.0051737141062932965,True,1.089999999999975,1.089999999999975,2.224399999999999,6574890.3125,0.7299090588440901
2022-10-03 11:00:00,364.3111,365.45,364.09,364.92,4109888,2022-10-03,0,11:00,660,90,3,False,False,False,False,361.08,365.45,359.21,6.240000000000009,3.840000000000032,-0.5299999999999727,5.710000000000036,0.9150641025641071,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-0.9900000000000091,7.810000000000002,7.730000000000018,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,3.2900000000000205,5.710000000000036,True,False,364.82,359.21,5.610000000000014,362.015,True,0.10000000000002274,5.710000000000036,True,False,362.8702087947959,2.0497912052041443,0.0056488274747385145,True,1.3600000000000136,1.3600000000000136,2.2015428571428566,6429890.176470588,0.6391847896624491
2022-10-03 11:30:00,364.925,365.19,363.44,363.77,3531842,2022-10-03,0,11:30,690,120,4,False,False,True,False,361.08,365.45,359.21,6.240000000000009,2.6899999999999977,-1.6800000000000068,4.560000000000002,0.7307692307692301,False,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-2.140000000000043,6.659999999999968,6.579999999999984,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,2.1399999999999864,4.560000000000002,True,False,364.82,359.21,5.610000000000014,362.015,True,-1.0500000000000114,4.560000000000002,False,False,363.0386855874469,0.7313144125531039,0.002014425573874409,True,1.75,1.75,2.160121428571427,6268887.5,0.5633921489259458
2022-10-03 12:00:00,363.78,364.97,363.665,363.73,2717173,2022-10-03,0,12:00,720,150,5,False,False,True,False,361.08,365.45,359.21,6.240000000000009,2.650000000000034,-1.7199999999999704,4.520000000000039,0.7243589743589794,False,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-2.180000000000007,6.6200000000000045,6.5400000000000205,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,2.1000000000000227,4.520000000000039,True,False,364.82,359.21,5.610000000000014,362.015,True,-1.089999999999975,4.520000000000039,False,False,363.1394731622684,0.590526837731602,0.00162617088301972,True,1.3050000000000068,1.3050000000000068,2.0454785714285686,6081955.157894737,0.4467597884987608
2022-10-03 12:30:00,363.73,364.31,363.4,364.29,2397895,2022-10-03,0,12:30,750,180,6,False,False,True,False,361.08,365.45,359.21,6.240000000000009,3.2100000000000364,-1.1599999999999682,5.080000000000041,0.8141025641025694,False,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-1.6200000000000045,7.180000000000007,7.100000000000023,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,2.660000000000025,5.080000000000041,True,False,364.82,359.21,5.610000000000014,362.015,True,-0.5299999999999727,5.080000000000041,False,False,363.20478384059584,1.0852161594041831,0.002987890599702193,True,0.910000000000025,0.910000000000025,2.0263428571428546,5897752.15,0.4065777840460793
2022-10-03 13:00:00,364.29,365.6401,364.17,365.3,2799019,2022-10-03,0,13:00,780,210,7,False,False,True,False,361.08,365.6401,359.21,6.430100000000039,4.220000000000027,-0.34010000000000673,6.090000000000032,0.9471081320663746,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-0.6100000000000136,8.189999999999998,8.110000000000014,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,3.670000000000016,6.090000000000032,True,False,364.82,359.21,5.610000000000014,362.015,True,0.4800000000000182,6.090000000000032,True,False,363.3538694884888,1.9461305115112282,0.005356019778324894,True,1.4701000000000022,1.4701000000000022,2.058935714285712,5576711.3,0.5019121215760264
2022-10-03 13:30:00,365.32,366.19,365.27,365.68,3222656,2022-10-03,0,13:30,810,240,8,False,False,False,False,361.08,366.19,359.21,6.980000000000018,4.600000000000023,-0.5099999999999909,6.470000000000027,0.9269340974212049,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,-0.2300000000000182,8.569999999999993,8.490000000000009,False,False,361.63,359.21,2.420000000000016,360.41999999999996,True,4.050000000000011,6.470000000000027,True,False,364.82,359.21,5.610000000000014,362.015,True,0.8600000000000136,6.470000000000027,True,False,363.55601009655487,2.1239899034451355,0.00584226321243056,True,0.9200000000000159,0.9200000000000159,2.0560785714285674,5467169.3,0.5894560462943776
2022-10-03 14:00:00,365.67,367.609,365.665,367.4901,4161625,2022-10-03,0,14:00,840,270,9,False,False,False,False,361.08,367.609,359.21,8.399000000000001,6.4101,-0.11889999999999645,8.280100000000004,0.9858435528039057,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,1.580099999999959,10.38009999999997,10.300099999999986,True,False,361.63,359.21,2.420000000000016,360.41999999999996,True,5.8600999999999885,8.280100000000004,True,False,364.82,359.21,5.610000000000014,362.015,True,2.670099999999991,8.280100000000004,True,False,363.89124505040326,3.5988549495967277,0.009889919030885845,True,1.94399999999996,1.94399999999996,2.034228571428567,5425689.0,0.7670224002887006
2022-10-03 14:30:00,367.51,368.55,367.35,368.12,4344674,2022-10-03,0,14:30,870,300,10,False,False,False,False,361.08,368.55,359.21,9.340000000000032,7.0400000000000205,-0.4300000000000068,8.910000000000025,0.9539614561027832,True,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,2.2099999999999795,11.009999999999991,10.930000000000007,True,False,361.63,359.21,2.420000000000016,360.41999999999996,True,6.490000000000009,8.910000000000025,True,False,364.82,359.21,5.610000000000014,362.015,True,3.3000000000000114,8.910000000000025,True,False,364.2789128131655,3.8410871868345,0.010544357775671054,True,1.1999999999999886,1.1999999999999886,2.017085714285709,5424047.7,0.8010021740774883
2022-10-03 15:00:00,368.115,368.37,367.265,368.06,4913434,2022-10-03,0,15:00,900,330,11,False,False,False,True,361.08,368.55,359.21,9.340000000000032,6.980000000000018,-0.4900000000000091,8.850000000000023,0.9475374732334039,False,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,2.1499999999999773,10.949999999999989,10.870000000000005,True,False,361.63,359.21,2.420000000000016,360.41999999999996,True,6.430000000000007,8.850000000000023,True,False,364.82,359.21,5.610000000000014,362.015,True,3.240000000000009,8.850000000000023,True,False,364.62736966281415,3.4326303371858558,0.009414077556383519,True,1.1050000000000182,1.1050000000000182,1.946007142857139,5447112.2,0.9020254805840056
2022-10-03 15:30:00,368.0599,368.29,366.08,366.6,12431488,2022-10-03,0,15:30,930,360,12,False,False,False,True,361.08,368.55,359.21,9.340000000000032,5.520000000000039,-1.9499999999999886,7.390000000000043,0.791220556745184,False,False,361.8,365.91,357.11,357.19,8.800000000000011,3.8899999999999864,0.010890562445757122,0.6899999999999977,9.490000000000009,9.410000000000025,True,False,361.63,359.21,2.420000000000016,360.41999999999996,True,4.970000000000027,7.390000000000043,True,False,364.82,359.21,5.610000000000014,362.015,True,1.7800000000000296,7.390000000000043,True,False,365.09014345783584,1.5098565421641865,0.004135571910717879,True,2.2100000000000364,2.2100000000000364,1.9667214285714303,5878650.0,2.1146841536747383
