timestamp,open,high,low,close,volume
2022-09-30 09:30:00,361.8,363.69,360.1623,363.1,9219836
2022-09-30 10:00:00,363.08,363.49,361.59,363.05,5413496
2022-09-30 10:30:00,363.06,364.61,362.93,364.1599,4991231
2022-09-30 11:00:00,364.2,365.91,363.5801,365.28,4377500
2022-09-30 11:30:00,365.29,365.62,362.71,362.95,4452144
2022-09-30 12:00:00,362.96,362.98,361.8021,362.43,3800732
2022-09-30 12:30:00,362.4364,363.385,362.3712,362.6574,3186388
2022-09-30 13:00:00,362.63,362.98,362.02,362.69,2227203
2022-09-30 13:30:00,362.7,362.9199,360.67,360.99,3995593
2022-09-30 14:00:00,360.98,361.77,360.33,360.74,4539532
2022-09-30 14:30:00,360.7305,361.2301,359.13,359.32,6054949
2022-09-30 15:00:00,359.33,360.77,358.85,360.07,7063553
2022-09-30 15:30:00,360.08,360.7,357.11,357.19,27038466
2022-10-03 09:30:00,361.08,361.63,359.21,360.65,7465106
2022-10-03 10:00:00,360.6,364.82,360.58,364.3405,6573444
2022-10-03 10:30:00,364.38,364.95,363.86,364.32,4799072
2022-10-03 11:00:00,364.3111,365.45,364.09,364.92,4109888
2022-10-03 11:30:00,364.925,365.19,363.44,363.77,3531842
2022-10-03 12:00:00,363.78,364.97,363.665,363.73,2717173
2022-10-03 12:30:00,363.73,364.31,363.4,364.29,2397895
2022-10-03 13:00:00,364.29,365.6401,364.17,365.3,2799019
2022-10-03 13:30:00,365.32,366.19,365.27,365.68,3222656
2022-10-03 14:00:00,365.67,367.609,365.665,367.4901,4161625
2022-10-03 14:30:00,367.51,368.55,367.35,368.12,4344674
2022-10-03 15:00:00,368.115,368.37,367.265,368.06,4913434
2022-10-03 15:30:00,368.0599,368.29,366.08,366.6,12431488
2022-10-04 09:30:00,372.4,376.07,372.31,376.0023,10379294
2022-10-04 10:00:00,376.01,377.24,376.01,376.08,7718746
2022-10-04 10:30:00,376.07,377.39,375.89,377.2201,4550196
2022-10-04 11:00:00,377.22,377.46,376.44,377.3407,3848739
2022-10-04 11:30:00,377.35,377.66,376.402,377.03,4110176
2022-10-04 12:00:00,377.03,377.595,376.66,377.295,3056066
2022-10-04 12:30:00,377.3,377.57,375.86,376.17,2932785
2022-10-04 13:00:00,376.16,376.2999,374.1,375.39,5183193
2022-10-04 13:30:00,375.39,376.78,375.14,376.29,3592084
2022-10-04 14:00:00,376.295,376.69,375.535,375.5991,2674254
2022-10-04 14:30:00,375.58,377.41,375.47,377.09,3945852
2022-10-04 15:00:00,377.0978,377.23,375.46,376.6,4490191
2022-10-04 15:30:00,376.58,378.0,376.105,377.93,13840108
2022-10-05 09:30:00,373.39,375.18,373.3,374.309,6691952
2022-10-05 10:00:00,374.28,374.34,371.43,371.52,7634185
2022-10-05 10:30:00,371.49,372.285,370.95,371.35,4574158
2022-10-05 11:00:00,371.34,372.83,371.21,372.57,3569572
2022-10-05 11:30:00,372.56,373.43,372.25,373.0399,2866683
2022-10-05 12:00:00,373.05,375.19,372.23,374.475,3761257
2022-10-05 12:30:00,374.49,376.02,374.17,375.2539,3602426
2022-10-05 13:00:00,375.27,377.54,375.145,376.64,4606229
2022-10-05 13:30:00,376.63,377.01,375.78,375.83,3302616
2022-10-05 14:00:00,375.83,377.24,375.68,377.02,3305913
2022-10-05 14:30:00,377.02,377.75,376.5,377.68,3047572
2022-10-05 15:00:00,377.69,379.46,377.69,378.505,5691213
2022-10-05 15:30:00,378.52,378.86,376.47,377.15,11020951
2022-10-06 09:30:00,375.62,378.72,375.34,376.23,7528449
2022-10-06 10:00:00,376.24,376.26,373.61,373.66,7343086
2022-10-06 10:30:00,373.6601,376.49,373.41,376.42,4580311
2022-10-06 11:00:00,376.43,376.825,374.91,376.51,4899507
2022-10-06 11:30:00,376.52,376.94,374.5809,374.68,4165891
2022-10-06 12:00:00,374.68,375.39,373.98,375.31,3120463
2022-10-06 12:30:00,375.31,376.31,374.74,375.46,2910215
2022-10-06 13:00:00,375.47,375.9524,374.72,375.79,2743768
2022-10-06 13:30:00,375.79,375.79,374.7,375.41,2231679
2022-10-06 14:00:00,375.41,375.45,374.04,374.39,3237871
2022-10-06 14:30:00,374.42,374.94,372.74,373.46,3887157
2022-10-06 15:00:00,373.4445,374.47,372.68,374.46,4148617
2022-10-06 15:30:00,374.46,374.5929,372.92,373.22,8849339
2022-10-07 09:30:00,368.97,369.37,365.36,365.53,8461569
2022-10-07 10:00:00,365.54,366.93,364.77,366.22,6740813
2022-10-07 10:30:00,366.24,367.14,365.57,366.46,4097808
2022-10-07 11:00:00,366.4507,367.12,365.12,365.8311,3550608
2022-10-07 11:30:00,365.84,366.12,364.87,365.29,3269114
2022-10-07 12:00:00,365.29,365.82,364.2,364.31,3595461
2022-10-07 12:30:00,364.31,364.33,363.44,363.81,3897826
2022-10-07 13:00:00,363.8101,364.2299,363.11,363.84,3242080
2022-10-07 13:30:00,363.83,364.37,363.25,363.43,2912599
2022-10-07 14:00:00,363.43,363.82,362.63,362.68,4174680
2022-10-07 14:30:00,362.66,363.1,362.28,362.78,3506831
2022-10-07 15:00:00,362.77,363.5,361.29,361.62,5292006
2022-10-07 15:30:00,361.62,363.26,360.94,362.8,17919588
2022-10-10 09:30:00,363.97,364.21,361.54,361.65,5945075
2022-10-10 10:00:00,361.64,363.0,360.955,362.49,4370354
2022-10-10 10:30:00,362.51,362.965,359.66,360.21,5387300
2022-10-10 11:00:00,360.2,361.1,359.3,360.34,3713842
2022-10-10 11:30:00,360.35,361.47,359.77,360.79,2672165
2022-10-10 12:00:00,360.8,360.99,358.88,359.0501,3001110
2022-10-10 12:30:00,359.04,359.36,358.35,358.37,2719749
2022-10-10 13:00:00,358.35,359.125,357.67,358.98,3998763
2022-10-10 13:30:00,358.97,362.37,358.91,361.498,5588252
2022-10-10 14:00:00,361.48,361.64,359.94,360.6325,3116352
2022-10-10 14:30:00,360.62,361.76,360.25,360.5401,3090905
2022-10-10 15:00:00,360.555,361.975,360.05,360.7584,3436912
2022-10-10 15:30:00,360.81,361.73,360.03,360.07,7189202
2022-10-11 09:30:00,358.26,358.9,356.5,356.59,6335549
2022-10-11 10:00:00,356.59,357.45,355.81,356.77,5907733
2022-10-11 10:30:00,356.724,358.65,356.26,357.51,4603902
2022-10-11 11:00:00,357.53,359.56,357.45,359.35,4325809
2022-10-11 11:30:00,359.35,361.49,359.19,360.759,5159819
2022-10-11 12:00:00,360.76,361.74,359.485,361.26,3518779
2022-10-11 12:30:00,361.26,363.03,361.19,362.15,4036767
2022-10-11 13:00:00,362.16,362.38,361.12,361.41,3416761
